Incident Number,Date of Incident,Application,Severity,Owner,Caused by Change,Incident Description,Timeline
INC2383000 + 15,20 May 2024,EU0 - Europe website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting EU0 - Europe website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of EU0 - Europe website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 16,03 Dec 2024,EU0 - Europe website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting EU0 - Europe website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of EU0 - Europe website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 17,12 Sep 2024,CH0 - Switzerland website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting CH0 - Switzerland website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of CH0 - Switzerland website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 18,22 Feb 2024,DE7 - Germany website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting DE7 - Germany website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of DE7 - Germany website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 19,27 Sep 2024,NL0 - Netherlands website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting NL0 - Netherlands website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of NL0 - Netherlands website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 20,23 Nov 2024,LA0 - Latin America website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting LA0 - Latin America website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of LA0 - Latin America website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 21,04 Sep 2024,DE7 - Germany website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting DE7 - Germany website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of DE7 - Germany website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 22,11 Dec 2024,DE7 - Germany website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting DE7 - Germany website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of DE7 - Germany website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 23,02 Apr 2024,UK2 - UK Professional website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting UK2 - UK Professional website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of UK2 - UK Professional website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 24,07 Mar 2024,IT0 - Italy website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting IT0 - Italy website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of IT0 - Italy website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 25,17 Oct 2024,EU0 - Europe website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting EU0 - Europe website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of EU0 - Europe website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 26,22 Jul 2024,DE7 - Germany website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting DE7 - Germany website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of DE7 - Germany website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 27,24 Feb 2024,IT0 - Italy website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting IT0 - Italy website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of IT0 - Italy website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 28,24 Aug 2024,CH0 - Switzerland website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting CH0 - Switzerland website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of CH0 - Switzerland website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 29,07 Jun 2024,MX0 - Mexico website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting MX0 - Mexico website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of MX0 - Mexico website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
